Lens ID,Title,Publication Year,Source Country,Author/s,Keywords
119-239-260-440-134,"Citizen Science and Scientific Communication: What, When, Where and How to inform and Who should communicate about Long COVID",2025,,Jennifer García Carrizo; Manuel Gertrudix,
119-485-279-502-669,We Will Not Be Silent: The Australia Long COVID Community Speak Out About the Role of Epistemic Injustice in Erasing Evidence of Long COVID in Australia,2025,,Robin Austin; Kirsty Yeates; Su Mon Kyaw-Myint; Ruth Newport; Pippa Yeoman,
119-714-494-544-489,Long COVID symptoms: Basic aspects of cardio-pulmonary and neurological pathways!,2023,,null Shital Patil; null Jayashree Dahiphale; null Shubham Choudhari; null Sanika Narkar; null Vipul Raka; null Devashish Ruikar,
119-738-716-078-054,The Examination of the Effects of Long-term COVID-19 Impacts on Patients with Neurological Disabilities Using a Neuromachine Learning Model,2023,,A. Vaniprabha; J. Logeshwaran; T. Kiruthiga; Krishna Bikram Shah,
119-871-409-570-930,Understanding Long COVID: Clinical insights and lessons,2025,,Francisco Mera-Cordero,
119-954-275-517-395,Exploring the perceptions and experiences of community rehabilitation for Long COVID from the perspectives of Scottish General Practitioners' and people living with Long COVID: a qualitative study,2023,,Kay Cooper; Edward Duncan; Erin Hart-Winks; Julie Cowie; Joanna Shim; Emma Stage; Tricia Tooman; Lyndsay Alexander; Alison Love; Jacqui Morris; Jane Ormerod; Jenny Preston; Paul Alan Swinton,
120-164-367-358-765,"General practitioners' knowledge, perception and experience on Long Covid: a cross-sectional study in Belgium and Malta",2023,United Kingdom,S Moreels; S Bensemmane; R De Schreye; S Cuschieri,
120-260-056-428-519,Long-COVID-Betroffene werden gesund aber es braucht Zeit,2022,,Martina Huber,
120-427-875-948-536,Harnessing the Benefits of Telehealth in Long COVID Service Provision.,2024,Israel,Naomi Whyler; Liz Atkins; Prue Hogg; Amanda Leong; Julie Metcalfe; Michelle Scoullar; Emma Tippett,care model; equity; long COVID; post COVID-19 condition; telehealth
120-468-645-700-034,How young people experienced Long COVID services: a qualitative analysis,2024,,Olivia Taylor; Georgia Treneman-Evans; Madeleine Riley; Joanne Bond-Kendall; Katharine Pike,
121-036-288-540-964,Long-Term Effects of COVID-19 on Adolescents,2021,,Merve Işeri Nepesov; Ozge Avsar; Erdal Sari; Rabia Gönül Sezer Yamanel,adolescent; coronavirus; long COVID-19; pandemic; Turkey koronavirüs; uzun COVID-19; adölesan; pandemi
121-147-497-721-093,Long COVID-19 and diabetes mellitus: a short review,2023,,Saula Vigili de Kreutzenberg,Post-COVID; diabetes mellitus; long Covid-19 pathophysiological mechanisms
121-386-945-174-969,Barriers to healthcare access and experiences of stigma: Findings from a coproduced Long Covid case-finding study.,2024,United Kingdom,Donna Clutterbuck; Mel Ramasawmy; Marija Pantelic; Jasmine Hayer; Fauzia Begum; Mark Faghy; Nayab Nasir; Barry Causer; Melissa Heightman; Gail Allsopp; Dan Wootton; M Asad Khan; Claire Hastie; Monique Jackson; Clare Rayner; Darren Brown; Emily Parrett; Geraint Jones; Rowan Clarke; Sammie Mcfarland; Mark Gabbay; Amitava Banerjee; Nisreen A Alwan; null null,Long Covid; epistemic injustice; health inequalities; stigma
121-715-505-882-106,Phenotyping long COVID,2022,,Robert Naeije; Caravita Sergio,
121-724-931-719-373,The Treatment of Long COVID with Chinese Medicine: A Case Report,2021,,Candace Jania,
121-812-575-433-749,The Neurological Symptoms of ‘Long’ COVID-19: A Comparison with other Neurological Conditions and Implications for Healthcare Services,2020,,Tamar Wildwing; Nicole Holt,COVID-19; Long Covid; Functional Neurological Disorder; Chronic Fatigue Syndrome; Neurological Services
122-229-788-707-676,Long COVID Update,2022,,Adam Kovac,
122-244-887-630-710,Recent update on long COVID syndrome: Immunopathogenesis and clinical consequences,2024,,Gatot Soegiarto; Kenneth Martino Djajapranata,
123-281-940-026-213,Long-COVID: Impfung und frühe antivirale Therapie senken das Risiko,2023,,Stefan Krüger,
123-504-061-941-189,The Roles and Responsibilities of Allied Health Professionals in Long COVID,2025,,Emily Alexander; Joanne Wrench; Raeya Bognar; Sarah Booth; Kerrie Clarke; Fy Dunford; Danielle Hitch; Victoria Lai; Jennifer Mepham; Chantal C. Mitvalsky; Leigh Seidel-Marks; Charissa J. Zaga,
123-741-000-454-941,Long COVID,2022,,Sara Toth Stub,
123-778-041-530-209,Association of glycemic control with Long COVID in patients with type 2 diabetes: findings from the National COVID Cohort Collaborative (N3C),2025,,Samuel Soff; Yun Jae Yoo; Carolyn T. Bramante; Jane E.B. Reusch; Jared D. Huling; Margaret A Hall; M. Daniel Brannock; Til Stürmer‎; Zachary Butzin-Dozier; Rachel Wong; Richard A. Moffitt; The N C Consortium,
123-933-116-030-792,Long COVID.,2025,Spain,Anabel Franco-Moreno; Juan Torres-Macho,
124-062-793-776-933,Psychosocial Support and Interventions for Long COVID,2025,,Alex Holmes; Kerrie Clarke; Jessica Lee,
124-258-133-468-921,Long COVID-19,2021,,Yulia G. Belotserkovskaya; Anna G. Romanovskikh; Igor P. Smirnov; Alexander I. Sinopalnikov,
124-409-670-547-348,Association of Cognitive Deficits with Sociodemographic Characteristics among Adults with Post-COVID Conditions: Findings from the United States Household Pulse Survey,2023,,Daniel J Wu; Nianjun Liu,
125-331-390-162-119,The Lingering Shadow of a Pandemic: A Comprehensive Literature Review on Long COVID,2025,,Naeem Hamza,
125-802-263-877-929,"Covid-19: Metformin reduces the risk of developing long term symptoms by 40%, study finds.",2023,United Kingdom,Jacqui Wise,
125-887-071-683-412,"Peer Review Report For: Prevalence and Predictors of Long COVID During the Omicron Variant Dominant Epidemic at 3 and 6 Months in Thailand [version 1; peer review: 1 approved, 1 approved with reservations]",2026,,Bashir Bello,
125-995-219-363-481,Resources page.,2022,United Kingdom,Roberta Heale,COVID-19; nurses- community health
126-139-737-955-625,The Ongoing Story of COVID and Long COVID Among Black Adults Age 50 and Older,2023,,Laura Mehegan,
126-372-952-754-704,Family history of cancer as a risk factor for Long COVID among United States adults,2025,,Hannah L. Wilkey; Biplab Kumar Datta,
126-497-022-214-321,Long COVID in patients with systemic lupus erythematosus: A case-control study.,2025,United States,Chris Ching Lam Cheung; Chi Chiu Mok,Long COVID; SARS-CoV2; infection; lupus
126-752-818-222-533,Bibliometric Analysis on Potential Biomarkers for Long COVID,2025,,Liu Xiangyu; Chaokai Wu; Suematsu Takafumi; Lkhagvasuren Battuvshin; Sudo Nobuyuki,
126-982-359-764-758,Autoimmunity in long COVID.,2025,United States,Shubha Talwar; James A Harker; Peter J M Openshaw; Ryan S Thwaites,B-cell dysregulation; Long COVID; autoantibodies; autoimmunity
127-211-160-778-299,Long COVID and its associated factors among COVID survivors in the community from a middle-income country – an online cross-sectional study,2022,,Foong Ming Moy; Noran Naqiah Hairi; Eugene Ri Jian Lim; Awang Bulgiba,
127-858-904-478-254,Prevalence and characteristics of long COVID-19 in Jordan: A cross sectional survey.,2024,United States,Marya Obeidat; Abdulmalek Abu Zahra; Farah Alsattari,
127-869-194-401-597,The long COVID syndrome: A conundrum for the allergist/immunologist.,2022,United States,Joseph A Bellanti,
128-106-740-177-563,Long COVID,2024,,,
128-126-690-703-18X,Acupuncture Treatment of Long-COVID: A Narrative Review of Selected Case Studies and Review Articles,2022,,James E. Williams,
128-132-012-439-421,"6.X.1. Disentangling Long-COVID: prevalence, risk factors and impact",2024,United Kingdom,Saverio Stranges Chair persons: Tatjana Makovski,
128-305-667-643-637,"Examination of the validity and reliability of the Perceive, Recall, Plan, and Perform-long COVID (PRPP-Long COVID) self-report assessment for Thai adults with long COVID",2026,,Sutinun Juntorn; Peeradech Thichanpiang; Pawared Ontong; Thitiya Wangkawan; Peeraya Munkhetvit,
128-312-532-391-706,"LONG COVID"": an insight.""",2021,Italy,Mohammad Shakil Ahmad; Riyaz Ahamed Shaik; R K Ahmad; M Yusuf; Manas Khan; Abdulaziz Almutairi; W K Z Alghuyaythat; S B Almutairi,
128-317-719-497-183,A prospective cohort study assessing the relationship between long-COVID symptom incidence in COVID-19 patients and COVID-19 vaccination.,2023,United Kingdom,Bayan Abu Hamdh; Zaher Nazzal,Infectious diseases; Diseases; Health care; Risk factors
128-426-693-463-681,A Cross-Sectional Comparative Analysis of Long Covid Symptoms in a Primary Care Population,2023,,Lenard Lesser; Jennifer Temple,
128-788-068-257-709,"Covid-19: Two million people in the UK are estimated to be experiencing long covid, says ONS.",2022,United Kingdom,Jacqui Wise,
129-079-787-044-237,Therapeutic Management of Residents of Long-term Care Homes with COVID-19,2022,,Ontario COVID-19 Congregate Care Working Group and LTC+,
129-193-662-753-864,"Long-COVID and the Autonomic Nervous System: The journey from Dysautonomia to Therapeutic Neuro-Modulation, Analysis of 152 Patient Retrospectives",2022,,J Colombo,
129-335-054-942-291,Prediction and prevention of complications of long COVID in COPD and asthma,2025,,Serghei Pisarenco; Larisa Procopisin,
129-939-128-254-22X,Assessment of Long COVID in Medical Rehabilitation,2023,Germany,Stefan Schüring; Teresia Widera,
130-016-818-314-787,Symptoms of Long-COVID and their impact on primary care patients' livelihoods – Part 2 of 3,2024,United States,Elena Gardner; Kirsten Stoesser; Dominik Ose; Bernadette Kiraly,
130-217-865-520-12X,Long-term Care and COVID-19,2026,,Department of Health and Human Services. Centers for Disease Control and Prevention; Center for Health Statistics,
130-311-904-832-216,Long COVID Revisited,2022,,Richard Simoneaux; Steven L. Shafer,
130-394-857-825-158,Long COVID puzzle pieces are falling into place – the picture is unsettling,2024,,Ziyad Al-Aly,
131-829-792-356-763,"1372. Impact of Age, Gender, Ethnicity, Comorbidities, and Vaccination Status on Long COVID in a Brooklyn Community",2023,United States,Calvin Ta,
132-404-058-759-384,"Prevalence of COVID-19 and long COVID - Results from the 2022 Behavioral Risk Factor Surveillance System, 50 states",2023,,Mary L. Adams; Joseph Grandpre,
132-455-878-447-394,Analisis Tanda Dan Gejala Long Covid-19 Berbasis Imunopatologi Klinis,2023,,Nur Iszakiyah; Taufiqur Rahman; Nindawi Nindawi; Faisal Amir,
132-536-173-660-624,"Long COVID-19 and primary care: Challenges, management and recommendations.",2024,Spain,S Ahmed; E Ahmad; B Ahmad; M H Arif; H M A Ilyas; N Hashmi; S Ahmad,COVID de larga duración; COVID prolongada en atención primaria; Diagnóstico de la COVID prolongada; Gestión prolongada de la COVID; Long COVID diagnosis; Long COVID in primary care; Long COVID management; Long-term COVID
132-679-279-968-940,Long COVID: Is there a kidney link?,2023,Switzerland,Raymond E Garrett; Carlos H Palacio; David Bar-Or,SARS-CoV-2 (COVID 19); arginine-glycine-amidinotransferase (AGAT); creatine phosphate (CP); glomerular reclamation; kynurenine (KYN); long COVID; proximal tubule cell
133-403-962-633-255,The gendered impacts of long COVID on access and equity,2025,,Ilana R. Stouffer,
133-664-494-913-605,,2023,,,
133-704-424-697-680,Communication-Related Quality of Life in Adults with Long COVID,2022,,Louise Cummings,
133-757-829-387-903,The Network of Expertise on Long COVID as a means to synthesise intelligence and improve our response to long COVID at EU level,2024,United Kingdom,I Van Der Heide,
133-849-365-293-13X,"The Interplay of Microbiota, Long COVID, and Musculoskeletal Pain: A Narrative Review",2024,,Leila Simorgh; Rozita Hedayati; Mina Sadat Mirshoja; Masoomeh Salmani,
133-928-254-183-160,Neurostimulation in Long COVID,2026,,Nathan Fernandez; K. Jayasankara Reddy; Yogesh Kanna Sathyamoorthy,
134-134-772-545-549,Long COVID and Society,2025,,,
134-665-017-649-89X,"The importance of diagnosis from the perspectives of young people with Long COVID, their parents, and healthcare professionals",2025,United Kingdom,Alice Faux-Nightingale; Benjamin Saunders; Claire Burton; Carolyn A Chew-Graham; Glenys Somayajula; Helen Twohig; Victoria Welsh,
135-071-304-724-627,68 Metformin prevents the diagnosis of Long Covid in phase 3 trial of early treatment.,2023,,Carolyn Bramante; Esteban Wirtz; John Buse; David Boulware; Jacinda Nicklas; David Odde; Ken Cohen; Michael Puskarich; Christopher Tignanelli; Nichole Klatt; David Leibovitz; Hrishikesh Belani,
135-103-875-991-212,Post-COVID Conditions,2026,,Department of Health and Human Services. Centers for Disease Control and Prevention; Center for Health Statistics,
135-132-561-592-545,Intravenous immunoglobulin as a potential treatment for long COVID.,2023,United Kingdom,Matthew W McCarthy,COVID-19; IVIG; Immunoglobulin; RECOVER; SARS-CoV-2; long COVID
135-344-076-127-003,Health Economics and the Broader Healthcare System for Long COVID,2025,,Mary Rose Angeles; Karen Dickinson; Danielle Hitch; Martin Hensher,
135-710-737-960-56X,Long COVID Syndrome Prevalence in 2025 in an Integral Healthcare Consortium: Persistent and Transient Symptoms,2025,,Antonio Arévalo-Genicio; Carmen García-Arqué; Marta Gragea-Nocete; Maria Llistosella; Vanesa Moro-Casasola; Cristina Pérez-Díaz; Anna Puigdellívol-Sánchez; Ramon Roca-Puig,
135-765-882-107-985,Long COVID and the Increased Risk of Food Insecurity Among Participants in Arizona CoVHORT: A matched cohort study,2025,,Chidera M Ejike; Laura P Falk; Kristen Pogreba-Brown; Kacey Ernst,
135-817-692-210-932,THE ROLE OF PHYSICAL MEDICINE AND REHABILITATION IN LONG COVID-19 MANAGEMENT,2022,,Burhan Fatih Koçyiğit,long COVID; post-acute COVID syndrome; persistent COVID-19; rehabilitation; physical therapy; physiotherapy; exercise
136-006-751-899-31X,Long COVID - neurological or somatoform disease?,2024,Hungary,Dalma Tényi; Tamás Tényi; József Janszky,COVID-19; chronic fatigue syndrome; long Covid; psychoneuroimmunology; somatization disorder
136-142-791-992-611,Long COVID: a review and proposed visualization of the complexity of long COVID.,2023,Switzerland,Rubeshan Perumal; Letitia Shunmugam; Kogieleum Naidoo; Salim S Abdool Karim; Dave Wilkins; Alfredo Garzino-Demo; Christian Brechot; Sairam Parthasarathy; Anders Vahlne; Janko Ž Nikolich,COVID-19; SARS-CoV-2; long COVID; long-haul COVID; post-acute sequelae of SARS-CoV-2
136-229-763-336-897,Integrative Genome-Wide Association Studies of COVID-19 Susceptibility and Hospitalization Reveal Risk Loci for Long COVID,2025,,Zhongshan Cheng,
136-288-527-907-782,Long Covid at the crossroads: Comparisons and lessons from the treatment of patients with myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).,2022,United States,Joanne Hunt; Charlotte Blease; Keith J Geraghty,Long Covid; chronic fatigue syndrome; health care; health inequities; myalgic encephalomyelitis
136-552-082-563-904,The impact of COVID-19 and long COVID on sexual function in cisgender women.,2023,United States,Martin Seehuus; Madison Fertig; Ariel B Handy; Jessica Clifton; Amelia M Stanton,COVID-19; long COVID; sexual function; women
136-568-929-925-234,Modeling long COVID dynamics: Impact of underlying health conditions.,2023,United States,Jie Bai; Jin Wang,COVID-19; Chronic conditions; Long COVID; Mathematical modeling
